neighborhood,landsize,housesize,bedroom,bathroom,parkinglot,price
Tumbaco,182,131,3,2,1,127000
Tumbaco,281,180,3,2,2,220000
Cumbayá,256,245,3,3,2,199000
Quitumbe,334,276,5,2,3,72500
Tumbaco,120,120,3,2,1,120000
Checa,150,150,2,2,2,245000
Cumbayá,223,183,3,2,2,225000
Miravalle,700,500,5,4,4,680000
El Condado,800,400,4,4,2,397000
Norte de Quito,400,400,4,4,3,247000
San Rafael,300,240,3,3,2,105000
Cumbayá,315,233,3,3,2,279000
Conocoto,191,142,2,2,2,105000
Norte de Quito,435,402,4,4,2,310000
Tumbaco,212,134,3,3,2,157000
Calderón,100,100,3,3,1,84000
Cumbayá,200,200,3,3,2,304900
Miravalle,870,254,4,4,2,550000
Tumbaco,380,193,3,2,2,245000
Sangolqui,135,82,3,2,1,75900
Norte de Quito,130,108,3,2,1,93000
Cumbayá,203,160,3,2,2,210000
Ponceano,214,214,3,3,2,200000
Cumbayá,200,200,3,2,4,256000
Ponceano,474,600,4,4,4,350000
Tumbaco,250,191,4,3,2,205000
Tumbaco,235,235,3,3,2,375000
Tanda,398,208,3,3,2,357000
Los Chillos,122,122,3,2,1,99000
Cumbayá,308,243,3,3,2,510000
Cumbayá,890,548,3,3,4,695000
La Armenia,478,251,5,4,3,219000
Tumbaco,246,216,3,2,2,295000
Cumbayá,294,268,4,2,2,285000
Cumbayá,1022,629,4,3,4,649000
Los Chillos,382,382,5,5,2,339000
Centro Norte,410,280,5,2,2,280000
La Armenia,186,186,3,2,2,125000
Nayón - Tanda,311,210,3,3,3,319000
Cumbayá,388,295,3,2,4,329000
Carapungo,151,125,3,2,1,95000
Ruta Viva,519,310,3,3,3,385000
Sangolqui,250,250,4,4,4,230000
Norte de Quito,460,250,4,3,2,260000
Centro Norte,175,141,4,3,2,98500
Llano Grande,161,130,3,2,1,89900
Tumbaco,467,467,3,4,4,595000
La Armenia,118,118,3,2,2,120000
Cumbayá,480,298,3,3,4,265000
Tumbaco,980,380,4,4,2,680000
Cumbayá,151,127,3,2,2,175000
Mitad del Mundo,85,84,3,1,1,45000
Cumbayá,270,240,3,2,2,265000
Tumbaco,297,178,3,2,2,185000
Amagasí,130,130,3,2,1,95000
Ponceano,259,179,5,4,2,160000
Tumbaco,435,323,4,3,2,325000
Sur de Quito,152,152,3,2,2,85000
Sur de Quito,113,77,3,1,2,64990
Tumbaco,283,213,3,4,2,279000
Cumbayá,210,210,3,2,2,215000
Los Chillos,1000,250,3,2,3,280000
Amagasí,260,221,3,2,2,170000
El Condado,215,193,4,3,2,135000
Monteserrín,278,248,4,4,2,219000
Quito Tenis,500,380,3,3,3,430000
Cumbayá,294,210,4,3,2,220000
Tumbaco,285,240,4,4,2,280000
San Gabriel,482,482,3,2,2,295000
Ponceano,175,119,4,3,2,120000
Los Chillos,114,114,3,2,1,95000
Nayón - Tanda,339,210,3,3,2,272000
Amagasí,436,324,4,4,3,285000
Norte de Quito,375,375,4,4,4,280000
Los Chillos,250,220,4,3,2,185000
Cumbayá,362,362,4,3,2,420000
Cumbayá,350,350,4,5,4,320000
Norte de Quito,180,140,4,2,2,99900
Conocoto,204,129,4,2,2,125000
Cumbayá,1022,629,4,5,4,649000
Tumbaco,350,250,3,3,2,250000
Cumbayá,255,170,2,2,2,210000
Sangolqui,284,158,3,2,3,117000
Conocoto,216,164,4,2,2,115000
Tumbaco,292,194,3,2,2,235000
Sangolqui,270,220,3,1,2,129000
Cumbayá,613,359,3,3,4,380000
Norte de Quito,181,181,3,2,1,108000
Nayón - Tanda,650,500,5,4,4,420000
Calderón,106,95,3,2,1,69000
Norte de Quito,250,182,4,3,2,119000
Los Chillos,160,150,3,2,2,115000
Los Chillos,500,200,4,3,3,250000
Conocoto,260,220,3,2,2,155000
Carcelén,500,400,5,5,4,450000
Tumbaco,202,200,3,3,2,180000
Santa Lucía Alta,315,284,4,3,2,215000
Los Chillos,175,123,3,2,2,112000
Bellavista,790,300,4,5,2,350000
Tumbaco,325,180,3,2,2,130000
Nayón - Tanda,400,250,3,3,3,380000
Calderón,116,116,3,2,1,78000
Norte de Quito,114,73,3,2,1,65000
Carcelén,200,170,5,4,2,145000
Norte de Quito,151,128,3,2,2,125000
El Condado,534,534,3,4,4,335000
Cumbayá,500,350,3,3,4,465000
Los Chillos,334,334,3,2,2,235000
San Rafael,300,203,3,3,4,155000
Sangolqui,330,250,4,3,3,189000
Centro Norte,182,182,4,3,2,140000
Norte de Quito,150,150,3,2,2,135000
Cumbayá,380,280,3,2,2,339990
Cumbayá,495,380,3,3,4,520000
Lumbisí,300,220,3,2,2,230000
Centro Norte,336,336,3,3,2,245000
Cumbayá,350,300,3,3,2,300000
Ponceano,205,174,3,3,2,145000
Centro Norte,250,200,4,3,2,330000
Cumbayá,249,161,3,2,2,199000
Mitad del Mundo,145,140,3,2,2,105000
El Pinar,167,155,4,2,1,110000
Los Chillos,246,191,3,2,1,143000
Carcelén,215,153,3,2,2,122000
Calderón,135,103,3,2,1,79000
Mitad del Mundo,675,250,3,1,2,115000
La Armenia,167,167,3,2,2,134000
Pomasqui,207,183,4,2,1,117000
Los Chillos,150,138,3,2,2,104000
Lumbisí,155,140,3,2,2,160000
Cumbayá,479,301,3,3,2,375000
Cumbayá,489,489,4,3,3,500000
El Tingo,110,86,3,2,1,110000
Tumbaco,322,322,3,3,4,432000
Ponceano,210,198,3,3,2,205000
Tumbaco,305,196,3,2,2,261800
Puembo,643,340,4,4,4,365000
Sur de Quito,250,170,3,2,4,78000
Cumbayá,200,190,4,3,2,210000
Tumbaco,290,147,3,2,2,175000
El Condado,142,142,4,3,2,125000
Mitad del Mundo,369,369,3,3,3,210000
Tumbaco,650,400,3,3,2,445000
Lumbisí,1000,269,3,3,2,400000
Norte de Quito,160,119,3,3,2,115000
Calderón,135,110,3,1,1,75000
San Carlos,149,124,3,2,1,105000
Tumbaco,309,225,4,4,2,198000
San Carlos,119,95,3,2,1,89990
Tumbaco,409,318,3,3,3,405000
Cumbayá,470,350,3,3,3,420000
Sangolqui,169,120,3,2,1,100000
Mitad del Mundo,152,140,3,1,1,64900
Mitad del Mundo,133,99,3,2,2,98000
Ponceano,390,338,3,3,2,210000
La Armenia,187,146,3,2,2,110000
El Inca,360,334,4,3,3,240000
Nayón - Tanda,220,220,3,3,2,260000
Quito Tenis,630,630,5,6,3,450000
Sur de Quito,176,176,4,2,1,75000
Carcelén,165,155,3,3,2,105000
Cumbayá,260,210,3,3,2,239000
Cumbayá,230,185,3,2,2,240000
Tumbaco,290,220,3,3,2,250000
Puembo,600,262,3,4,2,328000
Los Chillos,193,165,4,3,2,145000
Cumbayá,239,192,4,3,2,190000
Tumbaco,308,197,3,3,2,319990
Mitad del Mundo,300,250,3,2,4,180000
Norte de Quito,281,281,3,1,3,100000
Conocoto,289,136,2,2,2,135000
Cumbayá,374,354,3,4,4,598000
Carcelén,148,148,3,2,2,120000
Pomasqui,187,122,4,3,2,99000
Cumbayá,385,385,3,3,4,520000
Tumbaco,309,216,3,2,2,180000
El Condado,218,198,5,2,4,110000
Mitad del Mundo,74,60,2,1,1,50000
Cumbayá,289,289,3,3,2,250000
Quito,136,136,3,2,2,150000
Carcelén,196,147,3,3,2,125000
El Inca,149,134,3,2,1,98000
Norte de Quito,130,104,3,1,1,72000
Monteserrín,250,210,3,3,2,260000
Cumbayá,480,338,3,5,2,349000
Cumbayá,382,305,3,2,2,235000
Tumbaco,273,273,3,4,4,299000
Nayón - Tanda,260,250,4,4,3,270000
Cumbayá,350,336,3,4,2,440000
La Carolina,420,360,5,4,4,410000
Tumbaco,240,240,3,2,2,310000
La Armenia,160,138,4,3,1,70000
Cumbayá,268,268,3,3,2,360000
San Carlos,104,104,3,2,1,79000
Tumbaco,110,110,3,2,1,99000
Conocoto,180,180,3,2,4,135000
Mitad del Mundo,105,98,3,2,1,52000
Cumbayá,300,215,3,2,3,259000
Cumbayá,269,269,5,4,3,490000
Nayón,750,550,4,5,2,465000
El Condado,120,110,3,3,1,79000
Carapungo,95,95,3,2,1,61900
Carcelén,197,158,3,3,1,120000
Norte de Quito,122,110,3,3,1,98000
Carcelén,170,130,4,2,2,93000
Tumbaco,272,272,3,2,2,258000
Calderón,125,116,3,2,2,76000
Cumbayá,225,205,3,2,2,235000
Mitad del Mundo,222,182,3,3,2,140000
Calderón,95,82,2,2,1,43000
Lumbisí,212,212,4,3,2,215000
San Isidro - Vista Grande,150,112,3,2,2,84500
Cumbayá,226,167,3,3,2,185000
Carcelén,255,155,3,2,2,95000
Centro Norte,750,550,4,5,4,465000
Norte de Quito,103,72,2,2,1,71000
La Carolina,200,200,3,3,2,1
Tumbaco,800,170,3,3,4,220000
Centro Norte,500,250,4,3,4,340000
San Rafael,403,332,3,2,2,239000
Miravalle,462,312,3,3,3,390000
Cumbayá,314,314,5,5,2,395000
Carcelén,335,169,4,4,3,143000
Cumbayá,241,241,3,3,4,330000
Cumbayá,300,300,3,2,2,490000
Calderón,177,119,3,2,1,86900
La Armenia,300,162,3,2,3,158600
Cumbayá,360,320,4,4,2,390000
La Concepción,246,190,4,2,2,190000
Conocoto,140,105,3,2,2,89000
Sangolqui,900,600,4,4,4,480000
Cumbayá,300,300,3,3,4,620000
Los Chillos,150,105,3,2,2,91000
Los Chillos,235,132,3,2,2,130000
Cumbayá,255,170,2,2,2,218000
Nayón - Tanda,690,550,4,7,4,680000
Nayón - Tanda,574,220,4,3,2,268000
Amagasí,151,126,3,2,2,165000
Tumbaco,466,247,3,4,2,314000
Ponceano,238,171,4,2,2,124000
Monteserrín,245,245,3,3,4,255000
Centro Norte,120,120,3,3,1,113000
Norte de Quito,218,156,3,3,2,195000
Ponceano,102,102,3,2,1,95000
Tumbaco,305,250,4,4,2,225000
Monteserrín,300,266,3,4,2,290000
San Rafael,242,242,3,2,2,138000
Tumbaco,224,224,3,3,1,281000
Calderón,152,152,3,2,1,110000
Norte de Quito,201,201,3,2,1,154369
El Pinar,133,133,3,2,1,140000
Tumbaco,223,223,3,4,1,355000
El Pinar,290,245,4,2,3,220000
Norte de Quito,251,251,4,3,2,179000
Cumbayá,285,205,4,3,2,210000
El Condado,212,160,3,3,2,130000
El Condado,215,180,3,3,2,169000
Cumbayá,223,156,3,3,2,232000
Tumbaco,627,384,3,3,3,495000
Lumbisí,151,151,3,2,2,169900
Cumbayá,400,400,3,5,4,480000
Miravalle,380,270,4,4,2,375000
Los Chillos,206,206,4,2,3,122000
Norte de Quito,166,123,3,2,1,125000
Cumbayá,228,189,3,2,2,188000
El Inca,158,130,3,2,2,154000
Nayón - Tanda,159,159,4,2,2,220000
Tumbaco,427,275,3,3,2,345000
La Carolina,110,110,3,2,2,600
Carcelén,200,148,3,3,2,148000
Cumbayá,320,280,3,3,3,385000
Vía Simón Bolivar,125,115,3,2,1,300
Nayón - Tanda,257,257,2,2,3,185000
Los Chillos,110,110,2,2,2,68000
Norte de Quito,186,186,3,2,2,130000
Monteserrín,120,120,3,2,2,185000
Cumbayá,588,310,3,3,2,385000
Cumbayá,160,160,2,2,3,210000
Tumbaco,224,224,3,3,1,330000
Sur de Quito,105,94,4,1,1,74999
Sangolqui,700,400,3,3,4,239000
Alangasí,150,125,3,3,2,117000
Quito Tenis,460,430,4,5,2,340000
Tumbaco,293,192,3,2,2,240000
Tumbaco,248,248,3,3,2,250000
Tumbaco,235,235,3,2,2,230000
Sangolqui,393,242,3,3,3,160000
Tumbaco,308,228,3,4,2,310000
Calderón,152,96,4,2,3,76900
Mitad del Mundo,66,48,2,1,2,35500
Tumbaco,231,231,3,3,4,360000
Cumbayá,700,420,3,3,4,378000
Sur de Quito,435,185,5,4,3,150000
Conocoto,200,108,3,1,2,80000
Cumbayá,293,293,4,3,3,295000
Norte de Quito,168,168,5,2,3,96500
Calderón,139,119,4,2,1,86000
La Armenia,200,200,4,3,2,135000
Sangolqui,120,120,3,1,1,85000
Tumbaco,342,198,3,2,2,230000
La Armenia,144,144,3,2,2,135000
Cumbayá,335,310,3,3,2,248000
Sur de Quito,43,40,2,1,1,39000
Conocoto,90,75,2,1,1,58000
Cumbayá,285,285,2,2,2,225000
Mitad del Mundo,139,99,3,2,2,79500
Sur de Quito,144,144,3,2,1,72000
Cumbayá,208,208,3,2,2,325000
Calderón,165,119,3,2,1,72000
Calderón,125,117,3,2,1,87000
Cumbayá,180,160,3,2,2,210000
Calderón,180,128,3,2,1,75000
Sur de Quito,200,80,3,1,1,55000
Cumbayá,290,205,3,3,2,315000
Pomasqui,300,200,3,2,3,167000
Conocoto,360,360,3,2,2,259000
La Armenia,170,170,3,3,2,125000
Cumbayá,500,350,4,4,2,320000
Los Chillos,201,174,3,2,2,114500
Mitad del Mundo,257,257,3,3,3,185000
Sangolqui,200,150,4,2,3,93000
Conocoto,140,100,4,3,2,107000
Los Chillos,500,280,4,3,4,220000
Los Chillos,389,389,3,3,2,229000
Tumbaco,70,145,3,2,2,160000
Cumbayá,160,124,3,2,2,174000
Miravalle,580,265,4,4,4,365000
Conocoto,245,245,3,3,2,225000
El Condado,168,168,4,4,2,145000
El Condado,130,120,3,4,1,118000
Monteserrín,320,250,3,2,3,250000
Tumbaco,260,180,3,3,2,185000
La Armenia,220,139,3,2,1,124900
Cumbayá,250,250,4,3,4,369000
Tumbaco,230,176,3,2,2,175000
Los Chillos,300,200,3,3,2,195000
Nayón - Tanda,300,250,3,3,2,238000
Sangolqui,587,229,4,4,3,240000
Cumbayá,550,330,4,4,2,299000
Sangolqui,370,230,3,3,3,249000
Los Chillos,395,395,3,3,4,320000
Cumbayá,209,179,3,2,2,185000
Los Chillos,110,98,3,2,2,68000
Cumbayá,340,340,3,3,2,387000
Cumbayá,422,385,3,4,2,420000
Carcelén,120,120,3,2,1,95000
Carcelén,92,92,3,2,1,90000
Mitad del Mundo,98,98,3,1,1,72000
Los Chillos,191,119,3,3,2,99900
Calderón,104,92,4,2,1,63000
Norte de Quito,16,177,3,2,2,180000
Carapungo,150,125,4,4,2,73000
Cumbayá,313,194,4,3,2,216000
Cumbayá,970,254,4,4,3,490000
Nayón - Tanda,400,284,3,2,2,320000
El Bosque,500,496,5,5,4,419000
Carcelén,156,156,3,3,1,140000
Norte de Quito,145,145,4,2,1,144000
San Rafael,270,270,3,3,4,248000
Cumbayá,640,640,5,5,4,565000
El Pinar,170,132,3,2,2,140000
Sur de Quito,210,192,4,4,1,85000
Los Chillos,174,118,3,2,2,98000
Cumbayá,197,154,3,3,2,200000
Mitad del Mundo,210,205,3,2,2,185000
Calderón,607,607,5,3,3,250000
Cumbayá,141,141,2,2,2,184900
Nayón - Tanda,492,369,3,3,4,560000
Puembo,386,268,3,3,2,335000
Amagasí,519,519,3,3,3,439000
Sangolqui,137,137,3,2,2,85000
Ponceano,260,260,4,3,2,155000
Norte de Quito,202,155,4,3,2,135000
El Condado,603,603,4,5,4,459900
Amagasí,216,216,3,2,2,200000
Norte de Quito,315,284,4,3,2,230000
Los Chillos,266,266,3,3,2,279999
San Isidro - Vista Grande,248,138,3,2,2,149000
Conocoto,61,102,3,2,2,115000
Quito,129,129,3,2,2,238000
Los Chillos,7,95,3,2,1,69000
Ponceano,115,115,3,2,1,125000
Nayón - Tanda,270,270,3,2,2,198000
Conocoto,450,116,3,2,4,90000
Cumbayá,250,184,3,2,2,230000
Norte de Quito,110,110,3,1,1,75000
Conocoto,250,220,3,2,2,160000
Puembo,224,150,3,2,4,145000
Cumbayá,350,330,3,3,2,335000
Centro Norte,165,165,3,2,1,135000
Pifo,539,420,3,3,2,490000
Cumbayá,473,473,3,4,4,398000
Tumbaco,278,245,3,2,2,215000
Carcelén,155,155,3,2,2,107000
Bellavista,367,487,4,3,2,320000
Tumbaco,143,109,3,2,1,108500
Quito,100,260,5,5,1,149000
Norte de Quito,179,156,4,4,2,140000
Calderón,102,102,3,2,1,65000
Nayón - Tanda,250,250,4,4,3,318000
El Condado,400,480,4,4,3,360000
Cumbayá,306,209,4,4,2,320000
Pomasqui,148,110,3,2,1,83000
Norte de Quito,514,514,4,5,3,390000
Norte de Quito,201,151,3,2,2,125000
Tumbaco,236,194,4,3,1,250000
Amagasí,443,333,4,4,4,285000
Sangolqui,320,160,3,2,4,150000
San Rafael,270,150,3,3,2,149700
San Rafael,600,300,4,3,3,270000
Norte de Quito,208,164,4,3,1,130000
Cumbayá,209,136,2,2,2,189000
La Armenia,469,283,4,3,4,160000
Tumbaco,445,193,3,3,2,250000
Conocoto,242,230,4,3,2,165000
Conocoto,181,150,5,3,1,102000
El Condado,513,445,3,3,3,480000
Norte de Quito,136,136,3,2,1,75000
Tumbaco,350,251,4,3,3,275000
Centro Norte,186,186,3,2,2,120000
Cumbayá,223,186,3,2,2,223000
Cumbayá,318,318,3,3,3,405000
Norte de Quito,116,116,3,2,2,115000
Tumbaco,149,88,3,2,1,99689
Tumbaco,408,216,4,4,2,264000
Cumbayá,625,400,3,3,3,435000
Tumbaco,300,280,4,3,2,270000
Tumbaco,145,145,3,2,2,225000
Mitad del Mundo,526,526,4,3,3,280000
Calderón,117,100,3,2,1,62000
Miravalle,300,300,4,3,1,365000
Pomasqui,164,140,4,2,2,90000
Tumbaco,252,252,3,3,2,240000
Calderón,389,241,4,4,2,173900
Sangolqui,150,135,4,2,1,95000
Norte de Quito,120,120,3,2,3,105000
Amagasí,156,102,3,2,1,94000
Tumbaco,140,140,3,2,2,125000
Cumbayá,391,293,3,3,2,354639
Nayón - Tanda,446,350,3,3,2,489000
Centro Norte,325,325,5,4,3,350000
Miravalle,320,320,3,3,3,450000
Pomasqui,334,250,4,3,3,157000
Nayón - Tanda,680,680,4,4,3,490000
Sangolqui,398,370,3,4,3,250000
Calderón,82,82,3,2,1,55000
Calderón,131,131,3,2,1,119500
Calderón,130,114,3,2,1,90000
Cumbayá,400,400,4,4,3,520000
Cumbayá,671,169,3,2,2,260000
Norte de Quito,222,196,3,2,2,164900
Nayón - Tanda,281,210,3,3,3,340000
Carcelén,580,580,3,2,2,395000
Tumbaco,242,185,3,3,2,187000
Los Chillos,142,142,3,2,2,105000
Tumbaco,240,240,3,2,2,229000
Cumbayá,263,200,3,3,2,240000
Mitad del Mundo,482,482,5,6,3,330000
San Carlos,164,122,3,2,2,135000
Los Chillos,215,215,4,3,3,299000
Cumbayá,159,142,3,2,2,140000
Cumbayá,480,480,3,3,2,310000
Norte de Quito,206,147,3,3,2,140000
Cumbayá,354,487,4,3,2,420000
Carapungo,109,99,3,1,1,52000
Cumbayá,560,560,3,4,2,500000
Tumbaco,351,242,3,4,2,269000
Lumbisí,247,196,3,2,2,165000
Cumbayá,597,397,3,2,3,300000
Norte de Quito,435,413,4,4,3,449000
Norte de Quito,180,180,3,2,1,109000
Tumbaco,397,239,4,4,2,270000
Norte de Quito,165,133,3,2,1,155000
Sangolqui,920,600,4,3,3,480000
Mitad del Mundo,104,104,3,2,1,59500
Tumbaco,260,205,3,3,2,190000
Ponceano,297,297,4,3,2,158000
Conocoto,148,130,3,2,1,99500
San Rafael,435,435,5,4,3,250000
Los Chillos,96,96,3,2,2,82000
Amagasí,133,125,3,2,1,99000
Tumbaco,434,234,3,3,2,265000
Quitumbe,78,78,5,3,1,110000
Cumbayá,430,430,3,3,2,680000
Mitad del Mundo,112,112,3,2,1,93000
Quitumbe,105,96,3,2,1,60000
Cumbayá,350,350,3,3,4,370000
San Carlos,159,159,3,2,1,98000
Lumbisí,185,185,3,3,2,240000
Llano Grande,112,112,4,3,2,91000
Norte de Quito,145,135,3,2,2,99500
Carcelén,190,150,4,2,1,129000
Cumbayá,380,340,4,3,4,429000
Sangolqui,105,105,3,2,2,78000
Cumbayá,430,430,4,4,4,565000
Quito Tenis,300,512,3,3,2,450000
Miravalle,504,504,4,3,3,650000
Norte de Quito,172,171,4,3,2,154000
Conocoto,147,175,3,2,2,138000
Tumbaco,294,224,3,3,2,255000
Calderón,117,117,4,2,3,77900
Cumbayá,173,173,3,3,2,175000
Los Chillos,151,150,4,2,1,98000
Pomasqui,126,126,3,2,3,149000
Pusuqui,170,170,3,2,1,99000
Norte de Quito,90,90,3,2,1,85000
Nayón - Tanda,310,310,3,3,4,400000
El Condado,153,115,3,2,2,112000
Lumbisí,301,277,3,2,2,440000
Sangolqui,244,105,3,2,1,79500
Conocoto,128,128,3,2,2,122000
Cumbayá,227,188,3,2,1,189000
Cumbayá,180,154,3,3,2,158000
Tumbaco,230,230,3,3,2,250000
Calderón,140,108,3,2,1,67500
El Condado,300,300,4,4,3,260000
Cumbayá,320,320,3,3,2,420000
Norte de Quito,180,180,3,2,2,205000
Carcelén,206,206,4,2,2,104900
Calderón,209,142,3,2,2,99000
Tumbaco,234,234,3,3,2,330000
La Armenia,236,152,4,3,2,84990
Conocoto,105,240,3,2,2,115000
Norte de Quito,423,407,3,4,3,420000
Cumbayá,200,164,3,3,2,220000
Centro Norte,200,188,4,3,1,160000
Los Chillos,195,195,4,3,3,128000
Cumbayá,227,227,3,3,2,182000
Amagasí,167,147,4,4,2,142700
Norte de Quito,313,280,4,4,4,220000
Cumbayá,230,197,3,2,2,244000
Cumbayá,441,314,3,3,2,350000
Centro Norte,184,184,3,2,2,190000
Cumbayá,655,630,5,7,4,590000
Mitad del Mundo,224,224,3,2,3,218000
Cumbayá,180,161,3,2,2,190000
Los Chillos,820,326,4,2,4,360000
Conocoto,210,152,3,3,2,139990
El Condado,540,539,5,2,4,585000
Cumbayá,593,593,4,3,3,599000
Mitad del Mundo,387,269,3,3,3,154300
San Rafael,82,188,2,3,2,184593
Centro Norte,303,211,4,3,2,200000
Conocoto,150,115,3,2,1,125000
Pomasqui,210,210,3,3,2,235000
Calderón,132,84,3,2,2,62000
Cumbayá,278,278,3,3,2,250000
Sangolqui,302,245,4,2,3,175000
Tumbaco,588,310,3,3,4,385000
El Condado,675,500,4,3,2,470000
Norte de Quito,95,87,3,2,1,55000
Carcelén,114,114,3,3,1,72999
San Bartolo,66,66,2,1,1,45000
Mitad del Mundo,150,109,3,2,1,85000
Quito,175,175,3,2,2,165000
Calderón,105,105,4,2,1,65000
Tumbaco,248,226,4,4,2,200000
El Pinar,175,175,3,2,1,158000
Quitumbe,152,130,5,3,1,95000
Pomasqui,303,205,3,3,3,250000
Cumbayá,896,460,3,4,4,695000
El Pinar,320,320,3,3,3,290000
La Armenia,220,180,3,2,2,155000
Granda Centeno,427,357,4,3,3,328000
Sangolqui,580,420,5,5,4,580000
Tumbaco,269,188,3,3,2,194000
Tumbaco,356,386,4,4,2,420000
Cumbayá,250,250,3,2,2,390000
Calderón,98,91,3,2,1,50000
Conocoto,191,119,3,2,2,109900
Llano Grande,126,120,4,3,1,55000
Tumbaco,274,192,4,4,3,270000
Cumbayá,244,244,3,4,2,235000
Cumbayá,460,325,4,4,4,450000
Miravalle,408,198,4,3,2,235000
Norte de Quito,181,163,4,3,2,115000
Tumbaco,165,165,3,2,2,180000
Tumbaco,370,370,3,3,2,518000
Centro Norte,200,200,3,2,3,216000
Cumbayá,350,350,4,4,3,310000
Tumbaco,179,155,3,2,2,170000
Sangolqui,214,141,3,2,2,115000
Nayón - Tanda,265,227,4,3,2,223000
Mitad del Mundo,100,100,3,2,2,89500
Tumbaco,263,176,4,3,2,215000
Cumbayá,185,185,3,2,3,250000
Quito Tenis,252,260,4,3,2,350000
Los Chillos,158,141,3,4,2,125000
Tumbaco,608,432,3,4,2,440000
Ponceano,135,97,3,2,1,108000
Llano Grande,168,122,3,2,1,76900
Calderón,122,122,3,2,1,440
La Armenia,166,166,3,2,1,95000
Norte de Quito,100,100,3,2,1,79000
La Armenia,103,86,3,1,1,64900
Mitad del Mundo,515,443,4,3,2,233000
El Condado,602,475,4,6,2,500000
Carcelén,210,183,3,3,3,124900
Cumbayá,200,200,3,3,2,300000
Norte de Quito,260,180,4,2,2,140000
Calderón,148,127,3,1,1,64900
Calderón,220,200,4,3,1,85000
Carcelén,100,100,3,1,1,80000
Nayón - Tanda,600,390,3,3,3,520000
Tumbaco,208,156,3,2,2,190000
Vía Simón Bolivar,444,110,2,1,2,85000
Amagasí,283,231,5,3,2,180000
Cumbayá,600,340,4,2,2,420000
Calderón,110,110,4,3,2,60000
Mitad del Mundo,425,425,4,4,3,225000
El Pinar,280,260,4,2,3,230000
Cumbayá,233,168,4,2,2,162000
Los Chillos,233,233,3,2,2,400000
Tumbaco,222,154,3,2,2,185000
Mitad del Mundo,160,160,3,2,2,109000
Amagasí,403,403,4,4,3,386990
Cumbayá,379,305,3,2,2,349900
Conocoto,160,160,4,3,2,125000
Cumbayá,186,136,3,2,2,127000
Tumbaco,253,202,3,2,2,190000
Mitad del Mundo,231,205,3,3,2,180000
Calderón,198,156,3,1,1,115000
Llano Grande,98,98,3,2,1,92000
Calderón,315,315,5,4,2,200000
Tumbaco,178,178,3,2,2,195000
Pomasqui,175,138,3,2,2,129700
Miravalle,400,300,3,2,4,355000
Cumbayá,351,351,4,5,2,249900
Tumbaco,140,140,3,2,2,135000
Norte de Quito,209,128,3,2,2,120000
Carcelén,140,140,3,3,2,135000
Cumbayá,235,180,4,2,2,227000
Cumbayá,243,198,3,2,2,320000
Cumbayá,317,292,3,3,2,365000
La Carolina,150,150,2,2,1,150000
Los Chillos,214,214,3,2,2,118000
Nayón - Tanda,750,550,5,5,3,490000
Norte de Quito,210,183,3,3,2,124900
San Isidro - Vista Grande,130,122,3,2,1,99900
Cumbayá,500,500,4,4,2,390000
Llano Grande,112,112,3,2,1,87000
Cumbayá,142,142,3,2,2,135000
Tumbaco,293,293,3,2,2,243000
Mitad del Mundo,350,350,3,2,4,350000
Llano Chico,120,120,3,2,1,87000
Los Chillos,251,193,4,3,1,250000
Sur de Quito,95,64,3,2,2,46000
Miravalle,154,154,3,2,1,79500
Tumbaco,580,350,4,3,2,320000
Nayón - Tanda,700,300,3,4,4,328000
Calderón,140,140,3,2,1,87000
El Condado,420,370,3,1,3,370000
San Rafael,176,220,3,2,2,145000
Mitad del Mundo,200,200,3,4,2,185000
Ponceano,348,278,4,3,2,245000
Los Chillos,600,600,4,4,3,550000
Los Chillos,205,205,4,3,1,125000
Tumbaco,310,249,4,3,2,205000
Tumbaco,398,273,3,2,2,256369
Llano Grande,182,126,4,3,1,80000
Norte de Quito,182,182,4,3,2,144000
Carcelén,144,122,4,2,1,109800
Cumbayá,600,425,3,3,3,295000
Cumbayá,593,250,4,3,3,299000
Tumbaco,200,156,3,4,2,167500
Cumbayá,525,395,3,3,3,454000
Cumbayá,262,184,3,2,2,224900
La Armenia,220,210,3,2,2,154800
Carapungo,60,50,2,1,1,45000
Cumbayá,136,136,3,2,2,140000
La Armenia,187,146,3,2,2,123000
Cumbayá,298,223,3,2,3,245000
Los Chillos,259,167,4,2,2,142000
San Rafael,666,230,4,3,3,180000
Cumbayá,316,316,4,3,2,350000
Calderón,240,240,3,4,2,174000
Tumbaco,360,360,4,4,3,410000
Cumbayá,225,170,2,2,2,215000
Cumbayá,794,574,3,4,2,320000
Calderón,114,105,3,2,1,77000
Nayón - Tanda,295,255,3,3,2,315000
Cumbayá,258,191,3,2,2,204990
Centro Norte,130,104,3,2,1,77000
Quito Tenis,300,300,3,3,4,330000
Tumbaco,184,184,4,3,2,280000
Sangolqui,233,233,3,3,4,225000
Los Chillos,560,210,4,4,3,142000
Carcelén,150,125,3,1,1,75000
Tumbaco,300,167,4,4,3,215000
La Armenia,230,230,3,2,3,240000
Amagasí,220,200,4,3,2,178000
Conocoto,300,210,3,2,2,145000
González Suárez,77,77,2,2,2,154050
Tumbaco,552,356,4,5,2,410963
Cumbayá,227,227,3,3,2,182000
Quito Tenis,300,300,3,3,4,330000
Calderón,389,241,4,4,2,173900
Los Chillos,174,118,3,2,2,98000
Mitad del Mundo,231,205,3,3,2,180000
